# Bad IDs, reason
C13268, invalid
C13270, invalid
C13271, invalid
C13272, invalid
C13274, invalid
C13275, invalid
C13276, invalid
C13277, invalid
C13278, invalid
C13279, invalid
C13281, invalid
C13282, invalid
C13283, invalid
C13284, invalid
C13285, invalid
C13286, invalid
C13287, invalid
C13288, invalid
C13289, invalid
C13290, invalid
C13291, invalid
C13292, invalid
C13293, invalid
C13294, invalid
C13295, invalid
C13296, invalid
C13298, invalid
C13300, invalid
C13302, invalid
C13303, invalid
C13304, invalid
C13305, invalid
C13306, invalid
C13307, invalid
C13308, invalid
C13312, invalid
C13313, invalid
C13314, invalid
C13315, invalid
C13316, invalid
C13317, invalid
C13318, invalid
C13319, invalid
C13320, invalid
C13321, invalid
C13322, invalid
C13323, invalid
C13324, invalid
C13325, invalid
C13327, invalid
C13328, invalid
C13329, invalid
C13330, invalid
C13331, invalid
C13332, invalid
C13333, invalid
C13335, invalid
C13336, invalid
C13337, invalid
C13338, invalid
C13339, invalid
C13340, invalid
C13341, invalid
C13343, invalid
C13344, invalid
C13345, invalid
C13346, invalid
C13347, invalid
C13348, invalid
C13349, invalid
C13350, invalid
C13351, invalid
C13352, invalid
C13353, invalid
C13354, invalid
C13356, invalid
C13357, invalid
C13359, invalid
C13360, invalid
C13361, invalid
C13362, invalid
C13363, invalid
C13365, invalid
C13366, invalid
C13367, invalid
C13368, invalid
C13369, invalid
C13370, invalid
C13371, invalid
C13372, invalid
C13374, invalid
C13375, invalid
C13379, invalid
C13380, invalid
C13381, invalid
C13382, invalid
C13384, invalid
C13385, invalid
C13386, invalid
C13387, invalid
C13388, invalid
C13389, invalid
C13390, invalid
C13393, invalid
C13394, invalid
C13395, invalid
C13396, invalid
C13397, invalid
C13398, invalid
C13399, invalid
C13401, invalid
C13402, invalid
C13404, invalid
C13405, invalid
C13406, invalid
C13407, invalid
C13408, invalid
C13411, invalid
C13412, invalid
C13413, invalid
C13417, invalid
C13418, invalid
C13419, invalid
C13420, invalid
C13421, invalid
C13423, invalid
C13428, invalid
C13430, invalid
C13432, invalid
C13434, invalid
C13435, invalid
C13436, invalid
C13437, invalid
C13438, invalid
C13439, invalid
C13442, invalid
C13443, invalid
C13445, invalid
C13446, invalid
C13447, invalid
C13448, invalid
C13449, invalid
C13457, invalid
C13458, invalid
C13459, invalid
C13460, invalid
C13461, invalid
C13462, invalid
C13463, invalid
C13464, invalid
C13465, invalid
C13466, invalid
C13467, invalid
C13468, invalid
C13469, invalid
C13471, invalid
C13472, invalid
C13473, invalid
C13474, invalid
C13475, invalid
C13476, invalid
C13477, invalid
C13479, invalid
C13481, invalid
C13483, invalid
C13484, invalid
C13485, invalid
C13486, invalid
C13488, invalid
C13489, invalid
C13490, invalid
C13491, invalid
C13492, invalid
C13495, invalid
C13496, invalid
C13497, invalid
C13498, invalid
C13499, invalid
C13501, invalid
C13502, invalid
C13504, invalid
C13506, invalid
C13507, invalid
C13509, invalid
C13510, invalid
C13512, invalid
C13513, invalid
C13514, invalid
C13516, invalid
C13517, invalid
C13518, invalid
C13519, invalid
C13520, invalid
C13521, invalid
C13525, invalid
C13527, invalid
C13528, invalid
C13529, invalid
C13530, invalid
C13531, invalid
C13532, invalid
C13533, invalid
C13535, invalid
C13536, invalid
C13537, invalid
C13538, invalid
C13539, invalid
C13541, invalid
C13543, invalid
C13544, invalid
C13545, invalid
C13549, invalid
C13551, invalid
C13552, invalid
C13555, invalid
C13559, invalid
C13560, invalid
C13561, invalid
C13562, invalid
C13564, invalid
C13565, invalid
C13566, invalid
C13567, invalid
C13568, invalid
C13570, invalid
C13571, invalid
C13572, invalid
C13573, invalid
C13574, invalid
C13575, invalid
C13576, invalid
C13577, invalid
C13578, invalid
C13579, invalid
C13580, invalid
C13581, invalid
C13582, invalid
C13583, invalid
C13584, invalid
C13585, invalid
C13586, invalid
C13589, invalid
C13590, invalid
C13592, invalid
C13593, invalid
C13594, invalid
C13595, invalid
C13596, invalid
C13597, invalid
C13598, invalid
C13599, invalid
C13600, invalid
C13601, invalid
C13602, invalid
C13603, invalid
C13604, invalid
C13605, invalid
C13606, invalid
C13607, invalid
C13608, invalid
C13609, invalid
C13611, invalid
C13614, invalid
C13615, invalid
C13616, invalid
C13617, invalid
C13618, invalid
C13627, invalid
C13640, invalid
C13641, invalid
C13642, invalid
C13643, invalid
C13644, invalid
C13647, invalid
C13648, invalid
C13649, invalid
C13653, invalid
C13654, invalid
C13655, invalid
C13656, invalid
C13657, invalid
C13658, invalid
C13659, invalid
C13661, invalid
C13663, invalid
C13669, invalid
C13685, invalid
C13686, invalid
C13754, invalid
C13755, invalid
C13770, invalid
C13775, invalid
C13801, invalid
C13839, invalid
C13850, invalid
C13855, invalid
C13865, invalid
C13866, invalid
C13868, invalid
C13873, invalid
C13879, invalid
C13882, invalid
C13886, invalid
C13887, invalid
C13893, invalid
C13899, invalid
C13904, invalid
C13905, invalid
C13911, invalid
C13912, invalid
C13913, invalid
C13917, invalid
C13919, invalid
C13928, invalid
C13930, invalid
C13933, invalid
C13934, invalid
C13935, invalid
C13936, invalid
C13939, invalid
C13941, invalid
C13942, invalid
C13943, invalid
C13944, invalid
C13950, invalid
C13951, invalid
C13953, invalid
C13954, invalid
C13955, invalid
C13956, invalid
C13957, invalid
C13959, invalid
C13960, invalid
C13961, invalid
C13965, invalid
C13966, invalid
C13969, invalid
C13970, invalid
C13971, invalid
C13972, invalid
C13975, invalid
C13977, invalid
C13979, invalid
C13981, invalid
C13982, invalid
C13983, invalid
C13984, invalid
C13985, invalid
C13986, invalid
C13987, invalid
C13988, invalid
C13989, invalid
C13990, invalid
C13991, invalid
C13992, invalid
C13994, invalid
C13995, invalid
C13996, invalid
C13997, invalid
C13998, invalid
C13999, invalid
C14000, invalid
C14003, invalid
C14004, invalid
C14005, invalid
C14006, invalid
C14008, invalid
C14009, invalid
C14011, invalid
C14012, invalid
C14013, invalid
C14014, invalid
C14016, invalid
C14017, invalid
C14018, invalid
C14019, invalid
C14020, invalid
C14022, invalid
C14023, invalid
C14024, invalid
C14025, invalid
C14026, invalid
C14027, invalid
C14028, invalid
C14030, invalid
C14031, invalid
C14032, invalid
C14033, invalid
C14035, invalid
C14036, invalid
C14037, invalid
C14038, invalid
C14041, invalid
C14046, invalid
C14047, invalid
C14048, invalid
C14050, invalid
C14051, invalid
C14052, invalid
C14065, invalid
C14066, invalid
C14067, invalid
C14068, invalid
C14069, invalid
C14070, invalid
C14071, invalid
C14072, invalid
C14073, invalid
C14074, invalid
C14075, invalid
C14076, invalid
C14080, invalid
C14121, invalid
C14122, invalid
C14124, invalid
C14129, invalid
C14140, invalid
C14141, invalid
C14659, invalid
C14735, invalid
C14989, invalid
C15223, invalid
C15487, invalid
C15490, invalid
C15491, invalid
C15526, invalid
C15600, invalid
C15611, invalid
C15621, invalid
C15671, invalid
C15768, invalid
C15778, invalid
C15779, invalid
C15815, invalid
C15832, invalid
C15833, invalid
C15836, invalid
C15837, invalid
C15843, invalid
C15870, invalid
C15896, invalid
C15909, invalid
C15934, invalid
C15950, invalid
C15951, invalid
C15953, invalid
C15993, invalid
C15994, invalid
C16026, invalid
C16073, invalid
C16083, invalid
C16377, invalid
C16378, invalid
C16379, invalid
C16380, invalid
C16381, invalid
C16382, invalid
C16383, invalid
C16384, invalid
C16385, invalid
C16425, invalid
C16437, invalid
C16539, invalid
C16580, invalid
C16585, invalid
C16599, invalid
C16642, invalid
C16646, invalid
C16668, invalid
C16670, invalid
C16686, invalid
C16736, invalid
C16824, invalid
C16853, invalid
C16863, invalid
C16864, invalid
C16866, invalid
C16867, invalid
C16869, invalid
C16879, invalid
C16882, invalid
C16897, invalid
C16898, invalid
C16900, invalid
C16917, invalid
C16934, invalid
C16935, invalid
C16936, invalid
C16944, invalid
C16948, invalid
C16961, invalid
C17001, invalid
C17006, invalid
C17014, invalid
C17015, invalid
C17026, invalid
C17028, invalid
C17037, invalid
C17078, invalid
C17081, invalid
C17082, invalid
C17095, invalid
C17096, invalid
C17115, invalid
C17119, invalid
C17122, invalid
C17128, invalid
C17129, invalid
C17130, invalid
C17131, invalid
C17134, invalid
C17137, invalid
C17138, invalid
C17143, invalid
C17149, invalid
C17150, invalid
C17151, invalid
C17152, invalid
C17153, invalid
C17154, invalid
C17155, invalid
C17157, invalid
C17164, invalid
C17165, invalid
C17170, invalid
C17171, invalid
C17172, invalid
C17173, invalid
C17174, invalid
C17175, invalid
C17176, invalid
C17178, invalid
C17180, invalid
C17182, invalid
C17183, invalid
C17185, invalid
C17186, invalid
C17187, invalid
C17188, invalid
C17189, invalid
C17190, invalid
C17191, invalid
C17192, invalid
C17194, invalid
C17195, invalid
C17196, invalid
C17197, invalid
C17198, invalid
C17199, invalid
C17200, invalid
C17201, invalid
C17247, invalid
C17270, invalid
C17282, invalid
C17283, invalid
C17284, invalid
C17285, invalid
C17286, invalid
C17287, invalid
C17288, invalid
C17289, invalid
C17290, invalid
C17291, invalid
C17292, invalid
C17293, invalid
C17294, invalid
C17295, invalid
C17296, invalid
C17297, invalid
C17298, invalid
C17299, invalid
C17300, invalid
C17301, invalid
C17304, invalid
C17305, invalid
C17306, invalid
C17307, invalid
C17308, invalid
C17310, invalid
C17311, invalid
C17312, invalid
C17313, invalid
C17314, invalid
C17315, invalid
C17316, invalid
C17317, invalid
C17318, invalid
C17319, invalid
C17320, invalid
C17321, invalid
C17329, invalid
C17330, invalid
C17334, invalid
C17338, invalid
C17340, invalid
C17341, invalid
C17342, invalid
C17344, invalid
C17347, invalid
C17348, invalid
C17406, invalid
C17408, invalid
C17448, invalid
C17511, invalid
C17630, invalid
C17681, invalid
C17736, invalid
C17738, invalid
C17739, invalid
C17876, invalid
C17923, invalid
C17924, invalid
C18057, invalid
C18065, invalid
C18074, invalid
C18194, invalid
C18199, invalid
C18207, invalid
C18227, invalid
C18288, invalid
C18289, invalid
C18290, invalid
C18291, invalid
C18292, invalid
C18322, invalid
C18385, invalid
C18990, invalid
C18991, invalid
C18994, invalid
C18995, invalid
C18996, invalid
C18997, invalid
C18998, invalid
C19161, invalid
C19313, invalid
C19368, invalid
C19593, invalid
C19626, invalid
C19627, invalid
C19628, invalid
C19629, invalid
C19718, invalid
C19751, invalid
C19849, invalid
C19860, invalid
C20071, invalid
C20072, invalid
C20074, invalid
C20075, invalid
C20076, invalid
C20257, invalid
C20294, invalid
C20295, invalid
C20296, invalid
C20298, invalid
C20391, invalid
C20392, invalid
C20393, invalid
C20401, invalid
C20523, invalid
C20524, invalid
C20537, invalid
C20538, invalid
C20539, invalid
C20540, invalid
C20541, invalid
C20544, invalid
C20547, invalid
C20556, invalid
C20557, invalid
C20606, invalid
C20610, invalid
C20611, invalid
C20671, invalid
C20728, invalid
C20733, invalid
C20797, invalid
C20798, invalid
C20812, invalid
C20932, invalid
C20989, invalid
C21196, invalid
C21271, invalid
C21274, invalid
C21302, invalid
C21359, invalid
C21360, invalid
C21597, invalid
C21627, invalid
C21636, invalid
C21638, invalid
C21745, invalid
C21806, invalid
C21807, invalid
C21809, invalid
C21810, invalid
C21813, invalid
C21857, invalid
C21985, invalid
C21986, invalid
C21987, invalid
C21989, invalid
C21990, invalid
C22082, invalid
C22133, invalid
C22303, invalid
C22304, invalid
C22305, invalid
C22306, invalid
C22307, invalid
C22308, invalid
C22414, invalid
C22669, invalid
C22670, invalid
C22671, invalid
C22682, invalid
C22830, invalid
C22833, invalid
C22856, invalid
C00462, X group
C01322, X group
C01365, X group
C01706, X group
C01812, X group
C01813, X group
C01872, X group
C02103, X group
C03122, X group
C13373, X group
C15564, X group
